LOT,OPN,ENTITY,QTY,LOT_ABORT_FLAG,RETICLE,LOT_ENTITY_PROCESS_DURATION,ENT_LOT_PROCESS,PRODUCT_DESCRIPTION,PRODUCT,DOTPROCESS,ROUTE,LOT_TYPE,OPER_SHORT_DESC,CURRENT_HOTLOT,LOT_RECIPE,LAST_WAFER_END_DATE,FIRST_WAFER_END_DATE,ENT_LOT_PRIORITY
W5084700,172748,OXS274,13,N,,120.28,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-26 19:02:52,2025-03-26 17:27:42,3
W5084700,187614,CVD276,25,N,,192.42,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,T*#5PADOX7,N,EMIB O5,2025-03-26 07:17:25,2025-03-26 04:17:47,3
W5084700,194997,SDJ111,25,N,8PPKCBPAD0MA1,28.54,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPKCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPKCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-26 11:44:35,2025-03-26 11:31:16,3
W5084700,197573,OXS270,13,N,,63.34,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-26 16:56:41,2025-03-26 16:26:57,3
W5084700,234511,CVD274,25,N,,104.55,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-25 19:35:49,2025-03-25 17:59:44,3
W5084700A,172748,OXS258,12,N,,105.29,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP284017-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-26 18:42:52,2025-03-26 17:22:52,3
W5084700A,197573,OXS266,12,N,,60.23,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP284017-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-26 16:52:45,2025-03-26 16:25:59,3
W5084710,172748,OXS274,13,N,,120.34,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-30 12:37:04,2025-03-30 11:01:44,0
W5084710,187614,CVD276,25,N,,195.54,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,T*#5PADOX7,N,EMIB O5,2025-03-30 00:01:00,2025-03-29 20:58:12,0
W5084710,194997,SDJ591,25,N,8PUKCAPAD0MA1,31.36,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PUKCA_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PUKCAPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-30 05:55:57,2025-03-30 05:39:07,0
W5084710,197573,OXS266,13,N,,62.68,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-30 10:33:26,2025-03-30 10:04:13,0
W5084710,234511,CVD284,25,N,,103.47,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-29 18:37:50,2025-03-29 17:02:32,0
W5084710A,172748,OXS264,12,N,,104.61,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM_SNIP_WLP284941-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-30 12:20:28,2025-03-30 11:00:56,0
W5084710A,197573,OXS266,12,N,,59.50,1225.7,Matlock Bridge 28 A0,8PUKCV   A,1225.7,FL25.7P8BM_SNIP_WLP284941-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-30 10:31:27,2025-03-30 10:04:45,0
W5095250,172748,OXS264,12,N,,108.40,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-04-05 13:10:00,2025-04-05 11:50:11,0
W5095250,187614,CVD276,24,N,,266.24,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,T*#5PADOX7,N,EMIB O5,2025-03-31 19:05:51,2025-03-31 14:57:07,0
W5095250,194997,SDJ591,24,N,8PPMCBPAD0MA1,35.64,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPMCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPMCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-04-01 08:27:49,2025-04-01 08:09:10,0
W5095250,194997,SDJ591,24,N,8PPMCBPAD0MA1,33.70,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPMCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPMCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-31 23:28:39,2025-03-31 23:11:56,0
W5095250,194997,SDJ591,24,N,8PPMCBPAD0MA1,33.28,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPMCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPMCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-04-03 22:56:07,2025-04-03 22:39:49,0
W5095250,197573,OXS266,12,N,,58.97,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-04-05 11:14:10,2025-04-05 10:47:25,0
W5095250,234511,CVD271,24,N,,100.65,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-31 09:25:33,2025-03-31 07:53:04,0
W5095250A,172748,OXS258,12,N,,200.46,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P1-PAD,2025-04-05 14:51:51,2025-04-05 11:57:02,0
W5095250A,197573,OXS270,12,N,,61.31,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-04-05 11:27:26,2025-04-05 11:00:28,0
W5095260,172748,OXS264,13,N,,127.74,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-21 09:35:32,2025-03-21 08:00:22,3
W5095260,187614,CVD274,25,N,,197.96,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,T*#5PADOX7,N,EMIB O5,2025-03-20 22:44:27,2025-03-20 19:39:17,3
W5095260,194997,SDJ111,25,N,8PPMCBPAD0MA1,36.63,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPMCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPMCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-21 03:38:59,2025-03-21 03:25:10,3
W5095260,197573,OXS270,13,N,,63.10,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-21 07:14:50,2025-03-21 06:45:21,3
W5095260,234511,CVD271,25,N,,102.11,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-20 15:53:13,2025-03-20 14:19:16,3
W5095260A,172748,OXS258,12,N,,113.98,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-21 09:28:16,2025-03-21 08:07:48,3
W5095260A,197573,OXS270,12,N,,60.26,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-21 07:13:09,2025-03-21 06:45:54,3
W5095270,172748,OXS258,13,N,,120.68,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-28 11:46:31,2025-03-28 10:11:08,0
W5095270,187614,CVD276,24,N,,194.48,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,T*#5PADOX7,N,EMIB O5,2025-03-27 10:23:30,2025-03-27 07:21:47,0
W5095270,194997,SDJ111,24,N,8PPMCBPAD0MA1,27.65,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPMCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPMCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-27 13:51:24,2025-03-27 13:38:39,0
W5095270,197573,OXS270,13,N,,63.08,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-28 09:40:54,2025-03-28 09:11:25,0
W5095270,234511,CVD271,24,N,,100.49,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-27 03:45:10,2025-03-27 02:12:50,0
W5095270A,172748,OXS264,11,N,,104.44,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-28 11:24:56,2025-03-28 10:05:34,0
W5095270A,197573,OXS266,11,N,,57.79,1225.7,Matlock Bridge 19 B0,8PPMCV   B,1225.7,FL25.7P8BP_SNIP_WLP284023-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-28 09:34:13,2025-03-28 09:09:54,0
W5101160,172748,OXS274,13,N,,120.32,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-26 02:43:19,2025-03-26 01:08:06,0
W5101160,187614,CVD276,25,N,,195.65,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,T*#5PADOX7,N,EMIB O5,2025-03-25 14:47:56,2025-03-25 11:45:01,0
W5101160,194997,SDJ111,25,N,8PPZCBPAD0MA1,27.50,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPZCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPZCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-25 21:46:55,2025-03-25 21:34:13,0
W5101160,197573,OXS270,13,N,,63.32,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-26 00:38:50,2025-03-26 00:09:06,0
W5101160,234511,CVD283,25,N,,102.99,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-25 08:54:38,2025-03-25 07:19:49,0
W5101160A,172748,OXS258,12,N,,105.05,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR_SNIP_WLP284029-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-26 02:28:11,2025-03-26 01:08:24,0
W5101160A,197573,OXS270,12,N,,60.13,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR_SNIP_WLP284029-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-26 00:36:46,2025-03-26 00:09:41,0
W5101170,172748,OXS258,13,N,,120.58,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-27 04:53:25,2025-03-27 03:18:05,0
W5101170,187614,CVD274,25,N,,195.64,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,T*#5PADOX7,N,EMIB O5,2025-03-25 12:17:20,2025-03-25 09:14:28,0
W5101170,194997,SDJ111,25,N,8PPZCBPAD0MA1,27.63,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPZCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPZCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-25 23:11:58,2025-03-25 22:59:08,0
W5101170,197573,OXS266,13,N,,62.88,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-27 02:45:40,2025-03-27 02:16:14,0
W5101170,234511,CVD276,25,N,,103.79,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-25 03:31:57,2025-03-25 01:56:26,0
W5101170A,172748,OXS264,12,N,,104.60,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR_SNIP_WLP284029-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-27 05:33:56,2025-03-27 04:14:27,0
W5101170A,197573,OXS266,12,N,,61.45,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR_SNIP_WLP284029-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-27 03:44:09,2025-03-27 03:17:23,0
W5101180,172748,OXS262,13,N,,121.07,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-31 08:54:43,2025-03-31 07:19:05,0
W5101180,187614,CVD284,25,N,,192.92,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,T*#5PADOX7,N,EMIB O5,2025-03-30 16:53:40,2025-03-30 13:53:19,0
W5101180,194997,SDJ591,25,N,8PPZCBPAD0MA1,31.13,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPZCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPZCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-30 20:41:11,2025-03-30 20:24:32,0
W5101180,197573,OXS270,13,N,,62.15,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-31 06:46:31,2025-03-31 06:16:47,0
W5101180,234511,CVD274,25,N,,103.21,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-26 12:32:36,2025-03-26 10:57:39,0
W5101180A,172748,OXS274,12,N,,104.81,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR_SNIP_WLP284029-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-31 08:34:20,2025-03-31 07:14:32,0
W5101180A,197573,OXS266,12,N,,60.33,1225.7,Matlock Bridge 22 B0,8PPZCV   B,1225.7,FL25.7P8BR_SNIP_WLP284029-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-31 06:45:21,2025-03-31 06:18:28,0
W5101560,172748,OXS258,13,N,,120.64,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-21 20:39:26,2025-03-21 19:04:03,7
W5101560,187614,CVD276,25,N,,211.78,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,T*#5PADOX7,N,EMIB O5,2025-03-20 17:08:52,2025-03-20 13:49:53,7
W5101560,194997,SDJ591,25,N,8PPXCBPAD0MA1,33.39,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-21 02:21:01,2025-03-21 02:04:54,7
W5101560,197573,OXS270,13,N,,62.69,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-21 18:32:37,2025-03-21 18:02:38,7
W5101560,234511,CVD271,25,N,,102.95,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-20 03:20:32,2025-03-20 01:45:46,7
W5101560A,172748,OXS260,12,N,,199.96,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P1-PAD,2025-03-21 22:27:00,2025-03-21 19:32:25,7
W5101560A,197573,OXS270,12,N,,60.10,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-21 18:59:51,2025-03-21 18:32:53,7
W5101560R2,194997,SDJ591,1,N,8PPXCBPAD0MA1,13.63,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444408-4_0,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-21 08:35:26,2025-03-21 08:35:26,7
W5101570,172748,OXS264,4,N,,41.18,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-25 13:46:24,2025-03-25 13:30:12,0
W5101570,187614,CVD276,25,N,,192.88,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,T*#5PADOX7,N,EMIB O5,2025-03-24 06:32:29,2025-03-24 03:32:24,0
W5101570,194997,SDJ111,25,N,8PPXCBPAD0MA1,32.34,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,L #5PDSED7,N,"L-8690-50KD-B +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-03-24 10:07:35,2025-03-24 09:54:14,0
W5101570,197573,OXS270,11,Y,,53.78,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-03-25 08:51:25,2025-03-25 08:31:15,0
W5101570,197573,OXS266,4,N,,40.57,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-25 13:00:47,2025-03-25 12:53:40,0
W5101570,234511,CVD271,25,N,,103.65,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ,PROD,T*#5TV1OXE,N,EMIB O9,2025-03-24 00:37:09,2025-03-23 23:01:40,0
W5101570A,172748,OXS274,12,N,,104.87,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-25 10:47:46,2025-03-25 09:28:01,0
W5101570A,197573,OXS270,12,N,,59.39,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-03-25 09:00:06,2025-03-25 08:33:11,0
W5101570B,172748,OXS258,9,N,,88.76,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444409-1_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-25 13:57:23,2025-03-25 12:53:51,0
W5101580,172748,OXS274,13,N,,214.91,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444410-1_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P2-PAD,2025-04-05 04:11:21,2025-04-05 01:00:57,0
W5101580,187614,CVD276,25,N,,191.75,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444410-1_1,PROD,T*#5PADOX7,N,EMIB O5,2025-04-02 07:59:06,2025-04-02 05:00:09,0
W5101580,194997,SDJ591,25,N,8PPXCBPAD0MA1,35.31,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444410-1_1,PROD,L #5PDSED7,N,"L-8690-50KD-R +?Product/8PPXCB_400,PAD(LT=P,CLR=Y,CM=T,CHK=1,LHON=N,AS=PAD_MT5_S5_S5)#8PPXCBPAD0MA1,FULL0(EX=-1,FC=0.0,IL=C,NA=0.48,SO=0.60)(IR=I,IID=404)^25XT400WIP {CD=A;RG=A;SRCFW=D2;RESIST=AM;LinkMode=NoLotGene}",2025-04-02 15:38:12,2025-04-02 15:21:25,0
W5101580,197573,OXS270,13,N,,63.00,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444410-1_1,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P2-EMIB2-CP88,2025-04-04 21:19:02,2025-04-04 20:49:36,0
W5101580,234511,CVD413,25,N,,105.49,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP444410-1_1,PROD,T*#5TV1OXE,N,EMIB O9,2025-04-01 23:12:24,2025-04-01 21:34:56,0
W5101580A,172748,OXS258,12,N,,209.21,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-P1-PAD,2025-04-05 03:28:32,2025-04-05 00:33:38,0
W5101580A,197573,OXS266,12,N,,59.85,1225.7,Matlock Bridge 21 B0,8PPXCV   B,1225.7,FL25.7P8BQ_SNIP_WLP284026-2_0,PROD,E*#5PDCAP7,N,SYSTEM/LPC/E-P1-EMIB2-CP88,2025-04-04 21:15:45,2025-04-04 20:48:57,0
W5101600,172748,OXS262,13,N,,120.68,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP444846-1_1,PROD,E*#5PDOX5,N,SYSTEM/LPC/P-DC-PAD,2025-03-29 18:16:17,2025-03-29 16:40:45,0
W5101600,187614,CVD284,25,N,,196.52,1225.7,Matlock Bridge 17 B0,8PPKCV   B,1225.7,FL25.7P8BK_SNIP_WLP444846-1_1,PROD,T*#5PADOX7,N,EMIB O5,2025-03-29 07:58:08,2025-03-29 04:54:09,0
